City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
307,narra,9.3167,118.4,27.35,73,98,4.7,PH,1706663163
308,kutahya,39.4242,29.9833,-3.7,87,94,3.54,TR,1706663164
309,rongelap,11.1635,166.8941,26.01,73,100,8.52,MH,1706663164
310,sokolow podlaski,52.4068,22.2531,0.87,73,100,4.59,PL,1706663164
311,kourou,5.1552,-52.6478,27.03,89,4,3.3,GF,1706663164
312,mukalla,14.5425,49.1242,22.26,80,97,1.19,YE,1706663164
313,kolonia,50.9333,6.95,8.31,81,100,2.06,DE,1706663164
314,badger,64.8,-147.5333,-25.86,64,75,2.57,US,1706663165
315,tucupita,9.0622,-62.051,26.1,75,15,2.92,VE,1706663165
316,buala,-8.145,159.5921,27.2,84,100,4.49,SB,1706663165
317,sanya,18.2431,109.505,21.09,88,0,1.0,CN,1706663165
318,san patricio,28.017,-97.5169,17.4,57,100,2.97,US,1706663165
319,puerto deseado,-47.7503,-65.8938,19.55,56,100,9.04,AR,1706663165
320,atafu village,-8.5421,-172.5159,28.82,75,12,3.15,TK,1706663166
321,kaitong,44.8135,123.15,-17.04,81,44,4.28,CN,1706663166
322,santa cruz,-17.8,-63.1667,26.7,83,40,4.12,BO,1706663166
323,lai chau,22.3997,103.4517,14.45,93,14,0.76,VN,1706663166
324,kohat,33.582,71.4493,9.04,74,100,1.52,PK,1706663166
325,fale old settlement,-9.3852,-171.2468,29.62,68,45,1.89,TK,1706663166
326,el granada,37.5027,-122.4694,18.46,72,0,5.14,US,1706663166
327,susuman,62.7833,148.1667,-36.12,100,100,0.45,RU,1706663167
328,aykhal,66.0,111.5,-23.75,100,98,1.05,RU,1706663167
329,havre,49.5833,0.3333,7.33,100,0,2.06,FR,1706663167
330,sandnessjoen,66.0217,12.6316,3.29,97,100,17.39,NO,1706662997
331,colon,9.3592,-79.9014,24.95,84,62,5.81,PA,1706663167
332,ust-nera,64.5667,143.2,-31.09,99,100,1.97,RU,1706662963
333,berd,40.8815,45.3899,-6.04,86,89,2.65,AM,1706663167
334,nema,57.5067,50.5011,-4.53,91,75,4.87,RU,1706663168
335,alto lucero,19.6167,-96.7167,14.17,90,100,0.75,MX,1706663168
336,al bardiyah,31.7561,25.0865,9.61,73,98,6.6,LY,1706663168
337,alta sierra,35.7291,-118.5495,10.09,39,82,1.93,US,1706663168
338,red chute,32.556,-93.6132,19.03,40,0,2.06,US,1706663168
339,saint-pierre,-21.3393,55.4781,25.82,78,0,1.54,RE,1706662871
340,bondo,3.8146,23.6866,21.44,47,100,0.99,CD,1706663168
341,tangalle,6.024,80.7911,24.09,91,85,2.01,LK,1706663168
